121	0.007981814556545673
21	0.007732062081589672
245	0.00736064807910292
1531	0.005094577916500423
1367	0.0028370133702909713
31	0.0025372880031223847
80	0.0022163876642043636
1040	0.0021827339503940908
254	0.0020237093276559877
452	0.0019456716878007267
157	0.0016265645043628259
392	0.0016196981962814157
169	0.0016100336042386032
100	0.001563301586913836
561	0.0014603872422267663
3870	0.001444132834055663
997	0.0013542517666306503
884	0.0012779232708490136
202	0.0012662592691862976
8	0.0012576484943007666
72	0.0012306496088245707
145	0.001190292414650753
27	0.0010921411664899852
645	0.0010832640990637852
490	0.0010628032315492294
2883	0.001050251272230723
81	0.001026584310201453
942	0.0010102762100105355
125	9.523534876096876E-4
247	9.403971420230676E-4
337	8.778525185859766E-4
179	8.775760570609947E-4
708	8.767797086871948E-4
1403	8.6978915912663E-4
484	8.577269926892202E-4
26	8.541762666948528E-4
152	8.52732787873496E-4
321	8.278622765843499E-4
242	8.119700808332892E-4
1964	7.87064226410384E-4
1043	7.85396793360384E-4
15492	7.820781907239335E-4
857	7.714835561904135E-4
1755	7.505822315230918E-4
1200	7.227753769171231E-4
281	7.120862313528786E-4
154	7.092497492894909E-4
16	7.031928562139228E-4
1365	7.024517307991648E-4
1153	7.00552747620424E-4
